Tech_Type,Option,New_Product_Code,Old_Tech_Type,New_Tech_Type,Related_To,Uses_KW,Old_KWh,New_KWh,Old_Litres,New_Litres,Price,Has_Stock
Nothing,Nothing To Cypress 250mm square,FSFSH18,Showerhead,SHOWERHEAD,Number Per Day,1,0,0.348,0,12,859,1
Nothing,Nothing To Tulip Dual function,FSFSH19,Showerhead,SHOWERHEAD,Number Per Day,1,0,0.29,0,10,229,1
Nothing,Nothing To Begonia 1 Function,FSFSH20,Showerhead,SHOWERHEAD,Number Per Day,1,0,0.29,0,10,199,1
Nothing,"Nothing To &frac12; Blue Bell Hand Held 3 Function Chrome Shower Head 9L/min",FSFSH11,Handshower,HANDSHOWER,Number Per Day,1,0,0.29,0,10,150,1
Nothing,Nothing To Daffodil 2 spray,FSFSH14,Showerhead,SHOWERHEAD,Number Per Day,1,0,0.29,0,10,245,1
Nothing,Nothing To Calla Lily hand Shower 3 function,FSFSH21,Handshower,HANDSHOWER,Number Per Day,1,0,0.29,0,10,159,1
Nothing,Nothing To Water-flow Regulator M22/M24 insert 3L/Min,FSFR2,Flowregulator,FLOWREGULATOR,Number Per Day,0,0,0,0,3,40,1
Nothing,Nothing To Water-Flow Regulator M22/M24 Insert 5L/min,FSFR3,Flowregulator,FLOWREGULATOR,Number Per Day,0,0,0,0,5,40,1
Nothing,"Nothing To &frac12; Water-Flow Shower Adaptor 9L/min",FSFR9,Flowregulator,FLOWREGULATOR,Number Per Day,1,0,0.29,0,10,40,1
Nothing,NULL,FSFTH2,NULL,NULL,NULL,NULL,0,0,0,0,0,0
Nothing,Nothing To Energy Saver Halogen Lamp T8-30W -6500K (Cold White),FLT8H30,Fluorescent,NULL,Hours Per Year,1,0,0,0,0,0,0
Nothing,Nothing To Energy Saver Halogen Lamp T8-30W-2700K (Cold White),FLT8H30W,Fluorescent,NULL,Hours Per Year,1,0,0,0,0,0,0
Nothing,Nothing To Energy Saver Halogen Lamp T8-36W -6500K (Cold White),FLT8H36,Fluorescent,NULL,Hours Per Year,1,0,0,0,0,0,0
Nothing,Nothing To Energy Saver Halogen Lamp T8-36W-2700K (Warm White),FLT8H36W,Fluorescent,NULL,Hours Per Year,1,0,0,0,0,0,0
Nothing,Nothing To Shower Arm 400mm Square,FSFSHA1,Showerarm,NULL,Number Per Day,0,0,0,0,0,0,0
Nothing,Nothing To Shower Arm 400mm Round,FSFSHA2,Showerarm,NULL,Number Per Day,0,0,0,0,0,0,0
