Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20,Existing 21,Existing 22,Existing 23,Existing 24,Existing 25,Existing 26,Existing 27,Existing 28,Existing 29,Existing 30
FLAUGU10WD,6W GU10 WW Dimmable ,R 95.02,10.00%,20.00%,30.00%,R 136.76,,,Downlight,Hours Per Year,Yes,0.006,0.006,Aurora,GU10  ,Downlight,Recessed,R 0.29,,,Retro,10,10,10,,GU10,330,3000,WW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 6W - LED,GU10 - 7W - LED,GU10 - 8W - LED,GU10 - 9W - LED,,MR16 - 6W - LED,MR16 - 7W - LED,MR16 - 8W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,
FLCLC5GU10W,5W Ledchroic GU10 WW,R 150.27,10.00%,20.00%,30.00%,R 236.68,,,Downlight,Hours Per Year,Yes,0.005,0.005,Aurora,GU10  ,Downlight,Recessed,R 0.45,0.051282051,0.051282051,Retro / Rewire ,10,10,10,,GU10,270,3000,WW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 5W - LED,GU10 - 6W - LED,GU10 - 7W - LED,GU10 - 8W - LED,GU10 - 9W - LED,MR16 - 5W - LED,MR16 - 6W - LED,MR16 - 7W - LED,MR16 - 8W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,
FLCLC7GU10W,7W Ledchroic GU10 WW,R 170.82,10.00%,20.00%,30.00%,R 269.06,,,Downlight,Hours Per Year,Yes,0.007,0.007,Aurora,GU10  ,Downlight,Recessed,R 0.51,0.051282051,0.051282051,Retro / Rewire ,10,10,10,,GU10,410,3000,WW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 7W - LED,GU10 - 8W - LED,GU10 - 9W - LED,MR16 - 7W - LED,MR16 - 8W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,,,,
FLC8GU10C,8.5W GU10 CW,R 127.24,10.00%,20.00%,30.00%,R 215.10,,,Downlight,Hours Per Year,Yes,0.0085,0.0085,Aurora,GU10  ,Downlight,Recessed,R 0.38,0.087179487,0.087179487,Retro / Rewire ,10,10,10,,GU10,500,4000,CW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 9W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,,,,,,,,
FLC8GU10W,8.5W GU10 WW,R 128.17,10.00%,20.00%,30.00%,R 215.10,,,Downlight,Hours Per Year,Yes,0.0085,0.0085,Aurora,GU10  ,Downlight,Recessed,R 0.38,0.087179487,0.087179487,Retro / Rewire ,10,10,10,,GU10,450,3000,WW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 9W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,,,,,,,,
FLC8GU10WD,8.5W GU10 WW Dimmable,R 150.19,10.00%,20.00%,30.00%,R 226.80,,,Downlight,Hours Per Year,Yes,0.0085,0.0085,Aurora,GU10  ,Downlight,Recessed,R 0.45,0.087179487,0.087179487,Retro / Rewire ,10,10,10,,GU10,450,3000,WW,36,,,,,,GU10 - 50W,GU10 - 35W,GU10 - 20W - Hal,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,MR16 - 20W,MR16 - 35W,MR16 - 50W,MR16 - 75W,GU10 - 9W - LED,MR16 - 9W - LED,GU10 - 13W - CFL,,,,,,,,,,,,,,,,,
FLC10AR111W,10W LED AR111 WW,R 316.29,10.00%,20.00%,30.00%,R 498.56,,,Integrated,Hours Per Year,Yes,0.01,0.01,Aurora,Halogen ,Halogen ,Surfaced,R 0.95,,,Retro / Rewire ,10,10,10,,AR111,420,3000,WW,60,,,,,,AR111 - 50W - Hal,AR111 - 75W - Hal,AR111 - 105W - Hal ,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC15AR111W,15W LED AR111 WW,R 442.80,10.00%,20.00%,30.00%,R 697.46,,,Integrated,Hours Per Year,Yes,0.015,0.015,Aurora,Halogen ,Halogen ,Surfaced,R 1.33,,,Retro / Rewire ,10,10,10,,AR111,800,3000,WW,60,,,,,,AR111 - 50W - Hal,AR111 - 75W - Hal,AR111 - 105W - Hal ,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLCC5B22WD,5W Candle WW B22 Dimmable,R 103.56,10.00%,20.00%,30.00%,R 202.50,,,Candle,Hours Per Year,Yes,0.005,0.005,Aurora,Candle,Candle,Surfaced,R 0.31,0.051282051,0.051282051,Retro,12,5,10,,B22,300,3000,WW,36,,,,,,B22 - 60W - Incan Candle,B22 - 28W - Hal Candle,B22 - 42W - Hal Candle,B22 - 60W - Candle,B22 - 40W - Candle,,,,,,,,,,,,,,,,,,,,,,,,,
FLCC5E14WD,5W Candle WW E14 Dimmable,R 90.84,10.00%,20.00%,30.00%,R 143.06,,,Candle,Hours Per Year,Yes,0.005,0.005,Aurora,Candle,Candle,Surfaced,R 0.27,0.051282051,0.051282051,Retro,12,5,10,,E14,300,3000,WW,36,,,,,,E14 - 28W - Hal Candle,E14 - 42W - Hal Candle,E14 - 60W - Candle,E14 - 40W - Candle,E14 - 40W - R50,,,,,,,,,,,,,,,,,,,,,,,,,
FLCC5E14W ,5W Candle WW E14  ,R 70.67,10.00%,20.00%,30.00%,R 118.76,,,Candle,Hours Per Year,Yes,0.005,0.005,Aurora,Candle,Candle,Surfaced,R 0.21,,,Retro,12,5,10,,E14,300,3000,WW,36,,,,,,E14 - 28W - Hal Candle,E14 - 42W - Hal Candle,E14 - 60W - Candle,E14 - 40W - Candle,E14 - 40W - R50,,,,,,,,,,,,,,,,,,,,,,,,,
FLAUCA37WE14D,5W Candle Tip WW E14 Dim ,R 95.51,10.00%,20.00%,30.00%,R 152.10,,,Candle,Hours Per Year,Yes,0.005,0.005,Aurora,Candle ,Candle ,Surfaced,R 0.29,,,Retro,12,5,10,,E14,300,3000,WW,36,,,,,,E14 - 28W - Hal Candle,E14 - 42W - Hal Candle,E14 - 60W - Candle,E14 - 40W - Candle,E14 - 40W - R50,,,,,,,,,,,,,,,,,,,,,,,,,
FLCC3E14WD,3W Candle WW Dimmable,R 75.50,10.00%,20.00%,30.00%,R 118.76,,,Candle,Hours Per Year,Yes,0.003,0.003,Aurora,Candle,Candle,Surfaced,R 0.23,0.030769231,0.030769231,Retro,12,5,10,,E14,300,3000,WW,36,,,,,,E14 - 28W - Hal Candle,E14 - 42W - Hal Candle,E14 - 60W - Candle,E14 - 40W - Candle,E14 - 40W - R50,,,,,,,,,,,,,,,,,,,,,,,,,
FLMX573/Y14Z,Eco Beam 600 14W (2FT) DL,R 33.67,10.00%,20.00%,30.00%,R 58.50,,,Fluorescent,Hours Per Year,Yes,0.014,0.014,Philips,Fluorescent,Fluorescent,Surfaced,R 0.10,0.143589744,0.143589744,Retro,0,0,0,,T5,992,5700,DL,24,,,,,,T8 - 1 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLMX1173/Y28Z,Eco Beam 1200 28W (4FT) DL,R 45.05,10.00%,20.00%,30.00%,R 87.30,,,Fluorescent,Hours Per Year,Yes,0.028,0.028,Philips,Fluorescent,Fluorescent,Surfaced,R 0.14,0.287179487,0.287179487,Retro,0,0,0,,T5,2400,5700,DL,24,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLMX1473/Y35Z ,Eco Beam 1500 35W (5ft) DL,R 64.44,10.00%,20.00%,30.00%,R 135.00,,,Fluorescent,Hours Per Year,Yes,0.035,0.035,Philips,Fluorescent,Fluorescent,Surfaced,R 0.19,,,Retro,0,0,0,,T5,3100,5700,DL,24,,,,,,T8 - 1 X 58W - 5 foot,T8 - 2 X 58W - 5 foot,T12 - 2 X 65W - 5 foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL12TR1DL,LED Track Light Adjustable DL,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,20,20,20,,Track Light,780,5000,DL,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL12TR1W,LED Track Light Adjustable Warm,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,20,20,20,,Track Light,740,3000,WW,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL12TR2W,LED Track Light Adjustable WW,R 254.42,10.00%,20.00%,30.00%,R 458.10,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Fluorescent,Fluorescent,Surfaced,R 0.76,,,Retro,20,20,20,,Track Light,740,3000,WW,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL12TR2DL,12W LED Track Light DL,R 254.42,10.00%,20.00%,30.00%,R 458.10,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Fluorescent,Fluorescent,Surfaced,R 0.76,,,Retro,20,20,20,,Track Light,780,5000,DL,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL12REC2DL,Double Downlight 6*2W DL,R 393.05,10.00%,20.00%,30.00%,R 706.50,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 1.18,0.123076923,0.123076923,Retro / Rewire ,20,20,20,,Double spot,740,5000,DL,36,,,,,,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,GU10 - 2 X 20W - Recessed,MR16 - 2 X 50W - Recessed,MR16 - 2 X 42W - Recessed,MR16 - 2 X 35W - Recessed,MR16 - 2 X 20W - Recessed,MR16 - 2 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL12REC2W,Double Downlight 6*2W WW,R 378.50,10.00%,20.00%,30.00%,R 679.50,,,Integrated,Hours Per Year,Yes,0.012,0.012,Opple,Downlight,Downlight,Recessed,R 1.14,0.123076923,0.123076923,Retro / Rewire ,20,20,20,,Double spot,700,3000,WW,36,,,,,,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,GU10 - 2 X 20W - Recessed,MR16 - 2 X 50W - Recessed,MR16 - 2 X 42W - Recessed,MR16 - 2 X 35W - Recessed,MR16 - 2 X 20W - Recessed,MR16 - 2 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL6REC1DL,Single Downlight 3*2W DL,R 244.07,10.00%,20.00%,30.00%,R 439.20,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.73,0.123076923,0.123076923,Retro / Rewire ,20,20,20,,Double spot,380,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL6REC1W,Single Downlight 3*2W WW,R 244.07,10.00%,20.00%,30.00%,R 439.20,,,Integrated,Hours Per Year,Yes,0.006,0.006,Opple,Downlight,Downlight,Recessed,R 0.73,0.123076923,0.123076923,Retro / Rewire ,20,20,20,,Double spot,350,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL3BADJDL,3W LED with blue inset DL,R 137.57,10.00%,20.00%,30.00%,R 247.50,,,Integrated,Hours Per Year,Yes,0.003,0.003,Opple,Downlight,Downlight,Recessed,R 0.41,,,Retro / Rewire ,20,20,20,,,250,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL3BADJW,3W LED with blue inset WW,R 137.57,10.00%,20.00%,30.00%,R 247.50,,,Integrated,Hours Per Year,Yes,0.003,0.003,Opple,Downlight,Downlight,Recessed,R 0.41,,,Retro / Rewire ,20,20,20,,,250,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL5ADJDL,5W adjust LED Downlight DL,R 165.80,10.00%,20.00%,30.00%,R 303.30,,,Integrated,Hours Per Year,Yes,0.005,0.005,Opple,Downlight,Downlight,Recessed,R 0.50,,,Retro / Rewire ,20,20,20,,Downlight ,420,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL5ADJW,5W adjust LED Downlight WW,R 165.80,10.00%,20.00%,30.00%,R 303.30,,,Integrated,Hours Per Year,Yes,0.005,0.005,Opple,Downlight,Downlight,Recessed,R 0.50,,,Retro / Rewire ,20,20,20,,Downlight ,420,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,,,,,,,,,,
FL5INTW,5W int LED Downlight 5W WW,R 114.11,10.00%,20.00%,30.00%,R 202.50,,,Integrated,Hours Per Year,Yes,0.005,0.005,Opple,Downlight,Downlight,Recessed,R 0.34,0.051282051,0.051282051,Retro / Rewire ,20,20,20,,Downlight ,420,3000,WW,36,,,,,,MR16 - 50W,MR16 - 35W,GU10 - 50W,GU10 - 35W,MR16 - 20W,MR16 - 75W,GU10 - 20W - Hal,,,,,,,,,,,,,,,,,,,,,,,
FL5INTC,5W int LED Downlight  5W CW,R 112.95,10.00%,20.00%,30.00%,R 202.50,,,Integrated,Hours Per Year,Yes,0.005,0.005,Opple,Downlight,Downlight,Recessed,R 0.34,,,Retro / Rewire ,20,20,20,,Downlight ,370,4000,CW,36,,,,,,MR16 - 50W,MR16 - 35W,GU10 - 50W,GU10 - 35W,MR16 - 20W,MR16 - 75W,GU10 - 20W - Hal,,,,,,,,,,,,,,,,,,,,,,,
FL5INTDL,5W int LED Downlight  5W DL,R 113.87,10.00%,20.00%,30.00%,R 197.10,,,Integrated,Hours Per Year,Yes,0.005,0.005,Opple,Downlight,Downlight,Recessed,R 0.34,0.051282051,0.051282051,Retro / Rewire ,20,20,20,,Downlight ,400,5700,DL,36,,,,,,MR16 - 50W,MR16 - 35W,GU10 - 50W,GU10 - 35W,MR16 - 20W,MR16 - 75W,GU10 - 20W - Hal,,,,,,,,,,,,,,,,,,,,,,,
FL9INTW,9W int LED Downlight  9W WW,R 147.28,10.00%,20.00%,30.00%,R 269.10,,,Integrated,Hours Per Year,Yes,0.009,0.009,Opple,Downlight,Downlight,Recessed,R 0.44,0.092307692,0.092307692,Retro / Rewire ,20,20,20,,Downlight ,700,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL9INTC,9W int LED Downlight  9W CW,R 147.14,10.00%,20.00%,30.00%,R 269.10,,,Integrated,Hours Per Year,Yes,0.009,0.009,Opple,Downlight,Downlight,Recessed,R 0.44,,,Retro / Rewire ,20,20,20,,Downlight ,800,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 50W - Recessed,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL9INTDL,9W int LED Downlight  9W DL,R 147.00,10.00%,20.00%,30.00%,R 245.00,,,Integrated,Hours Per Year,Yes,0.009,0.009,Opple,Downlight,Downlight,Recessed,R 0.44,0.092307692,0.092307692,Retro / Rewire ,20,20,20,,Downlight ,750,5700,DL,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL14INTW,14W int LED Downlight  14W WW,R 215.18,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.014,Opple,Downlight,Downlight,Recessed,R 0.65,0.143589744,0.143589744,Retro / Rewire ,20,20,20,,Downlight ,1100,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL14INTC,14W int LED Downlight  14W CW,R 216.71,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.014,Opple,Downlight,Downlight,Recessed,R 0.65,0.143589744,0.143589744,Retro / Rewire ,20,20,20,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL14INTDL,14W int LED Downlight  14W DL,R 224.74,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.014,Opple,Downlight,Downlight,Recessed,R 0.67,0.143589744,0.143589744,Retro / Rewire ,20,20,20,,Downlight ,1400,5700,DL,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 11W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,MR16 - 50W,MR16 - 35W,MR16 - 20W,GU10 - 50W,GU10 - 35W,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,,,,,,
FL29INTRDL,29W int LED Downlight 29W DL 2,R 330.43,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,20,20,20,,Downlight ,2650,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
FL29INTRC,29W int LED Downlight 29W CW 1,R 330.49,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,20,20,20,,Downlight ,2500,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
FL29INTRW,29W int LED Downlight 29W WW 1,R 330.59,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,20,20,20,,Downlight ,2300,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
FL29INTW,29W int LED Downlight 29W WW 2,R 327.34,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 0.98,0.297435897,0.297435897,Retro / Rewire ,20,20,20,,Downlight ,2300,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
FL29INTC,29W int LED Downlight 29W CW 0,R 331.71,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.029,Opple,Downlight,Downlight,Recessed,R 1.00,0.297435897,0.297435897,Retro / Rewire ,20,20,20,,Downlight ,2700,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 7W,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 10W,PL 2 Pin - 2 X 11W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 11W,PL 4 Pin - 2 X 18W,PL 4 Pin - 2 X 24W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,T8 - 3 X 18W - 2 foot,T8 - 3 X 36W - 4 foot,,,,,,,,,,,
