Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20,
FLMX1173/Y28Z,Eco Beam 1200 28W (4FT) DL,R 45.05,10.00%,20.00%,30.00%,R 87.30,,,Fluorescent,Hours Per Year,Yes,0.028,0.0301,Philips,Fluorescent,Fluorescent,Surfaced,R 0.14,0.287179487,0.287179487,Retro,30,20,30,,T5,2400,5700,DL,24,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,
FLMX1473/Y35Z ,Eco Beam 1500 35W (5ft) DL,R 64.44,10.00%,20.00%,30.00%,R 135.00,,,Fluorescent,Hours Per Year,Yes,0.035,0.037625,Philips,Fluorescent,Fluorescent,Surfaced,R 0.19,,,Retro,30,20,30,,T5,3100,5700,DL,24,,,,,,T8 - 1 X 58W - 5 foot,T8 - 2 X 58W - 5 foot,T12 - 2 X 65W - 5 foot,,,,,,,,,,,,,,,,,,
FL12TR1DL,LED Track Light Adjustable DL,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,40,30,50,,Track Light,780,5000,DL,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
FL12TR1W,LED Track Light Adjustable Warm,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,40,30,50,,Track Light,740,3000,WW,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
FL12TR2W,LED Track Light Adjustable WW,R 254.42,10.00%,20.00%,30.00%,R 458.10,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.76,,,Retro,40,30,50,,Track Light,740,3000,WW,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
FL12TR2DL,12W LED Track Light DL,R 254.42,10.00%,20.00%,30.00%,R 458.10,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.76,,,Retro,40,30,50,,Track Light,780,5000,DL,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
FL12REC2DL,Double Downlight 6*2W DL,R 393.05,10.00%,20.00%,30.00%,R 706.50,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Downlight,Downlight,Recessed,R 1.18,0.123076923,0.123076923,Retro / Rewire ,30,30,30,,Double spot,740,5000,DL,36,,,,,,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,GU10 - 2 X 20W - Recessed,MR16 - 2 X 50W - Recessed,MR16 - 2 X 42W - Recessed,MR16 - 2 X 35W - Recessed,MR16 - 2 X 20W - Recessed,MR16 - 2 X 75W - Recessed,,,,,,,,,,,,,
FL12REC2W,Double Downlight 6*2W WW,R 378.50,10.00%,20.00%,30.00%,R 679.50,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Downlight,Downlight,Recessed,R 1.14,0.123076923,0.123076923,Retro / Rewire ,30,30,30,,Double spot,700,3000,WW,36,,,,,,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,GU10 - 2 X 20W - Recessed,MR16 - 2 X 50W - Recessed,MR16 - 2 X 42W - Recessed,MR16 - 2 X 35W - Recessed,MR16 - 2 X 20W - Recessed,MR16 - 2 X 75W - Recessed,,,,,,,,,,,,,
FL6REC1DL,Single Downlight 3*2W DL,R 244.07,10.00%,20.00%,30.00%,R 439.20,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Downlight,Downlight,Recessed,R 0.73,0.123076923,0.123076923,Retro / Rewire ,30,30,30,,Double spot,380,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL6REC1W,Single Downlight 3*2W WW,R 244.07,10.00%,20.00%,30.00%,R 439.20,,,Integrated,Hours Per Year,Yes,0.012,0.0129,Opple,Downlight,Downlight,Recessed,R 0.73,0.123076923,0.123076923,Retro / Rewire ,30,30,30,,Double spot,350,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL3BADJDL,3W LED with blue inset DL,R 137.57,10.00%,20.00%,30.00%,R 247.50,,,Integrated,Hours Per Year,Yes,0.003,0.003225,Opple,Downlight,Downlight,Recessed,R 0.41,,,Retro / Rewire ,30,20,30,,,250,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL3BADJW,3W LED with blue inset WW,R 137.57,10.00%,20.00%,30.00%,R 247.50,,,Integrated,Hours Per Year,Yes,0.003,0.003225,Opple,Downlight,Downlight,Recessed,R 0.41,,,Retro / Rewire ,30,20,30,,,250,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL5ADJDL,5W adjust LED Downlight DL,R 165.80,10.00%,20.00%,30.00%,R 303.30,,,Integrated,Hours Per Year,Yes,0.003,0.003225,Opple,Downlight,Downlight,Recessed,R 0.50,,,Retro / Rewire ,30,20,30,,Downlight ,420,5000,DL,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL5ADJW,5W adjust LED Downlight WW,R 165.80,10.00%,20.00%,30.00%,R 303.30,,,Integrated,Hours Per Year,Yes,0.003,0.003225,Opple,Downlight,Downlight,Recessed,R 0.50,,,Retro / Rewire ,30,20,30,,Downlight ,420,3000,WW,36,,,,,,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,GU10 - 1 X 20W - Recessed,MR16 - 1 X 50W - Recessed,MR16 - 1 X 42W - Recessed,MR16 - 1 X 35W - Recessed,MR16 - 1 X 20W - Recessed,MR16 - 1 X 75W - Recessed,,,,,,,,,,,,,
FL5INTW,intagrated LED Downlight 5W WW,R 114.11,10.00%,20.00%,30.00%,R 202.50,,,Integrated,Hours Per Year,Yes,0.005,0.005375,Opple,Downlight,Downlight,Recessed,R 0.34,0.051282051,0.051282051,Retro / Rewire ,0,20,30,,Downlight ,420,3000,WW,36,,,,,,Halogen 50W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W MR16,Halogen 75W MR16,Halogen 20W GU10,,,,,,,,,,,,,,
FL5INTC,intagrated LED Downlight  5W CW,R 112.95,10.00%,20.00%,30.00%,R 202.50,,,Integrated,Hours Per Year,Yes,0.005,0.005375,Opple,Downlight,Downlight,Recessed,R 0.34,,,Retro / Rewire ,0,20,30,,Downlight ,370,4000,CW,36,,,,,,Halogen 50W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W MR16,Halogen 75W MR16,Halogen 20W GU10,,,,,,,,,,,,,,
FL5INTDL,intagrated LED Downlight  5W DL,R 113.87,10.00%,20.00%,30.00%,R 197.10,,,Integrated,Hours Per Year,Yes,0.005,0.005375,Opple,Downlight,Downlight,Recessed,R 0.34,0.051282051,0.051282051,Retro / Rewire ,0,20,40,,Downlight ,400,5700,DL,36,,,,,,Halogen 50W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W MR16,Halogen 75W MR16,Halogen 20W GU10,,,,,,,,,,,,,,
FL9INTW,intagrated LED Downlight  9W WW,R 147.28,10.00%,20.00%,30.00%,R 269.10,,,Integrated,Hours Per Year,Yes,0.009,0.009675,Opple,Downlight,Downlight,Recessed,R 0.44,0.092307692,0.092307692,Retro / Rewire ,0,20,40,,Downlight ,700,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL9INTC,intagrated LED Downlight  9W CW,R 147.14,10.00%,20.00%,30.00%,R 269.10,,,Integrated,Hours Per Year,Yes,0.009,0.009675,Opple,Downlight,Downlight,Recessed,R 0.44,,,Retro / Rewire ,0,10,40,,Downlight ,800,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 1 X 50W - Recessed,GU10 - 1 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL9INTDL,intagrated LED Downlight  9W DL,R 147.00,10.00%,20.00%,30.00%,R 245.00,,,Integrated,Hours Per Year,Yes,0.009,0.009675,Opple,Downlight,Downlight,Recessed,R 0.44,0.092307692,0.092307692,Retro / Rewire ,0,10,40,,Downlight ,750,5700,DL,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL14INTW,intagrated LED Downlight  14W WW,R 215.18,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.01505,Opple,Downlight,Downlight,Recessed,R 0.65,0.143589744,0.143589744,Retro / Rewire ,0,10,40,,Downlight ,1100,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL14INTC,intagrated LED Downlight  14W CW,R 216.71,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.01505,Opple,Downlight,Downlight,Recessed,R 0.65,0.143589744,0.143589744,Retro / Rewire ,0,10,40,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL14INTDL,intagrated LED Downlight  14W DL,R 224.74,10.00%,20.00%,30.00%,R 386.10,,,Integrated,Hours Per Year,Yes,0.014,0.01505,Opple,Downlight,Downlight,Recessed,R 0.67,0.143589744,0.143589744,Retro / Rewire ,0,10,40,,Downlight ,1400,5700,DL,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 35W MR16,Halogen 20W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 20W - Recessed,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,
FL29INTRDL,intagrated LED Downlight 29W DL 2,R 330.43,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,0,30,40,,Downlight ,2650,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL29INTRC,intagrated LED Downlight 29W CW 1,R 330.49,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,0,30,45,,Downlight ,2500,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL29INTRW,intagrated LED Downlight 29W WW 1,R 330.59,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 0.99,,,Retro / Rewire ,0,30,45,,Downlight ,2300,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL29INTW,intagrated LED Downlight 29W WW 2,R 327.34,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 0.98,0.297435897,0.297435897,Retro / Rewire ,0,30,50,,Downlight ,2300,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL29INTC,intagrated LED Downlight 29W CW 1,R 331.71,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 1.00,0.297435897,0.297435897,Retro / Rewire ,0,30,50,,Downlight ,2700,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL29INTDL,intagrated LED Downlight 29W DL 1,R 344.37,10.00%,20.00%,30.00%,R 575.10,,,Integrated,Hours Per Year,Yes,0.029,0.031175,Opple,Downlight,Downlight,Recessed,R 1.03,0.297435897,0.297435897,Retro / Rewire ,0,30,50,,Downlight ,2500,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,,,,,,,,,,
FL42INTRDL,intagrated LED Downlight 42W DL,R 385.48,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.04515,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,0,40,60,,Downlight ,3900,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,,,,,,,,,
FL42INTRC,intagrated LED Downlight 42W CW,R 385.38,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.04515,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,0,40,60,,Downlight ,3400,4000,CW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,,,,,,,,,
FL42INTRW,intagrated LED Downlight 42W WW,R 385.57,10.00%,20.00%,30.00%,R 715.15,,,Integrated,Hours Per Year,Yes,0.042,0.04515,Opple,Downlight,Downlight,Recessed,R 1.16,,,Retro / Rewire ,0,40,60,,Downlight ,3650,3000,WW,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,,,,,,,,,
FL42INTDL,intagrated LED Downlight  42W DL,R 388.76,10.00%,20.00%,30.00%,R 715.50,,,Integrated,Hours Per Year,Yes,0.042,0.04515,Opple,Downlight,Downlight,Recessed,R 1.17,0.430769231,0.430769231,Retro / Rewire ,0,40,60,,Downlight ,3800,5700,DL,36,,,,,,PL 2 Pin - 2 X 11W ,PL 4 Pin - 2 X 11W ,PL 2 Pin - 2 X 9W,PL 2 Pin - 2 X 13W,PL 2 Pin - 2 X 18W,PL 2 Pin - 1 X 26W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 13W,PL 2 Pin - 2 X 26W,PL 4 Pin - 2 X 26W,PL 4 Pin - 1 X 18W,PL 4 Pin - 2 X 13W,,,,,,,,,
FLCDL13WD,13W LED Downlight WW Dim,R 274.96,10.00%,20.00%,30.00%,R 432.00,,,Integrated,Hours Per Year,Yes,0.013,0.013975,Aurora,Downlight,Downlight,Recessed,R 0.82,,,Retro / Rewire ,0,20,60,,Downlight ,760,3000,WW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 20W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,
FLCDL13CD,13W LED Downlight CW,R 313.54,10.00%,20.00%,30.00%,R 521.96,,,Integrated,Hours Per Year,Yes,0.013,0.013975,Aurora,Downlight,Downlight,Recessed,R 0.94,0.133333333,0.133333333,Retro / Rewire ,0,20,60,,Downlight ,850,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 20W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,
FLCDL19CD,19W LED Downlight CW,R 464.98,10.00%,20.00%,30.00%,R 625.50,,,Integrated,Hours Per Year,Yes,0.019,0.020425,Aurora,Downlight,Downlight,Recessed,R 1.39,0.194871795,0.194871795,Retro / Rewire ,0,20,60,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,Halogen 50W MR16,Halogen 20W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,,,
FLCDL32CD2,32W LED Downlight CW,R 705.42,10.00%,20.00%,30.00%,R 1 111.05,,,Integrated,Hours Per Year,Yes,0.019,0.020425,Aurora,Downlight,Downlight,Recessed,R 2.12,0.194871795,0.194871795,Retro / Rewire ,0,20,70,,Downlight ,1200,4000,CW,36,,,,,,PL 2 Pin - 1 X 7W,PL 2 Pin - 1 X 9W,PL 2 Pin - 1 X 18W,PL 2 Pin - 1 X 26W,PL 4 Pin - 1 X 13W,PL 4 Pin - 1 X 18W,PL 4 Pin - 1 X 26W,Halogen 50W MR16,Halogen 20W MR16,Halogen 35W MR16,Halogen 50W GU10,Halogen 35W GU10,GU10 - 2 X 50W - Recessed,GU10 - 2 X 35W - Recessed,MR16 - 2 X 50W - Recessed,,,,,,
FLVEN200,2000W Venture Kit Metal halide CW,R 585.00,10.00%,20.00%,30.00%,R 950.94,,,Industrial,Hours Per Year,Yes,0.2,0.215,Opple,Venture kit,Industrial,Surfaced,R 1.76,,,,100,100,120,,Downlight ,20000,4000,CW,24,,,,,,Highbay CFL 105W,Highbay CFL 85W,Highbay MV - 400W,Highbay MV - 250W,Highbay MH - 400W,Highbay MH - 250W,Highbay HPS - 400W,Highbay HPS - 250W,,,,,,,,,,,,,
FLHB200,2000W LED High Bay DL,R 3 738.68,10.00%,20.00%,30.00%,R 5 399.10,,,Industrial,Hours Per Year,Yes,0.2,0.215,Opple,Industrial,Industrial,Surfaced,R 11.22,2.051282051,2.051282051,Retro / Rewire ,100,100,120,,Highbay,16000,5700,DL,36,,,,,,Highbay CFL 105W,Highbay CFL 85W,Highbay MV - 400W,Highbay MV - 250W,Highbay MH - 400W,Highbay MH - 250W,Highbay HPS - 400W,Highbay HPS - 250W,,,,,,,,,,,,,
FLCPAN40C,40W LED Dim Panel 600 x 600 CW,R 1 302.86,10.00%,20.00%,30.00%,R 2 052.00,,,Industrial,Hours Per Year,Yes,0.04,0.043,Aurora,Integrated,Integrated,Recessed,R 3.91,0.41025641,0.41025641,Retro / Rewire ,0,100,80,,LED Panel,3400,4000,CW,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,
FLCPAN70C,70W LED Dim Panel 600 x 1200 CW,R 2 646.89,10.00%,20.00%,30.00%,R 4 168.85,,,Industrial,Hours Per Year,Yes,0.07,0.07525,Aurora,Integrated,Integrated,Recessed,R 7.94,0.717948718,0.717948718,Retro / Rewire ,0,100,80,,LED Panel,5780,4000,CW,36,,,,,,T8 - 4 X 36W - 4 foot,T8 - 3 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,,,,,,,,,,,,,,,,,,
FL26PANC,26W LED Panel  600 x 600 CW,R 819.48,10.00%,20.00%,30.00%,R 1 349.10,,,Industrial,Hours Per Year,Yes,0.026,0.02795,Opple,Integrated,Integrated,Recessed,R 2.46,0.266666667,0.266666667,Retro / Rewire ,0,100,80,,LED Panel,2500,4000,DL,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,
FL26PANDL,26W LED Panel  600 x 600 DL,R 818.16,10.00%,20.00%,30.00%,R 1 349.10,,,Industrial,Hours Per Year,Yes,0.026,0.02795,Opple,Integrated,Integrated,Recessed,R 2.45,,,Retro / Rewire ,0,100,80,,LED Panel,2600,5700,DL,36,,,,,,T8 - 4 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,,,,,,,,,,,,,,,,,,
FL80PANDL,77W LED Panel  600 x 1200 DL,R 1 431.90,10.00%,20.00%,30.00%,R 2 313.00,,,Industrial,Hours Per Year,Yes,0.077,0.082775,Opple,Integrated,Integrated,Recessed,R 4.30,0.78974359,0.78974359,Retro / Rewire ,0,100,100,,LED Panel,6400,5700,DL,36,,,,,,T8 - 4 X 36W - 4 foot,T8 - 3 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,,,,,,,,,,,,,,,,,,
