Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20,
FLCR50CE14D,Aurora 6W R50 CW E14 Dim ,R 95.02,10.00%,20.00%,30.00%,R 171.86,,,R 50,Hours Per Year,Yes,0.006,0.00645,Aurora,R 50,50,Surfaced,R 0.29,,,Retro,15,5,10,,E14,350,4000,CW,36,,,,,,E14 - 7W - CFL,E14 - 28W - Halogen Candle,E14 - 40W - Incandescent,,,,,,,,,,,,,,,,,,
FLCGR50WE14D,Aurora 6W R50 WW E14 Dim ,R 96.00,10.00%,20.00%,30.00%,R 144.00,,,R 50,Hours Per Year,Yes,0.006,0.00645,Aurora,R 50,50,Surfaced,R 0.29,,,Retro,15,5,10,,E27,350,3000,WW,36,,,,,,E14 - 7W - CFL,E14 - 28W - Halogen Candle,E14 - 40W - Incandescent,,,,,,,,,,,,,,,,,,
FLAUR63CE27,Aurora 10W R63 CW E27,R 113.24,10.00%,20.00%,30.00%,R 179.96,,,R 63,Hours Per Year,Yes,0.01,0.01075,Aurora,R 63,63,Surfaced,R 0.34,,,Retro,15,5,10,,E27,600,4000,CW,36,,,,,,E27 - 9W - CFL,E27 - 11W - CFL,E27 - 42W - Halogen GLS,E27 - 60W - Incandescent,E27 - 100W - Incandescent,,,,,,,,,,,,,,,,
FLAUR63WE27,Aurora 10W R63 WW E27,R 113.09,10.00%,20.00%,30.00%,R 179.96,,,R 63,Hours Per Year,Yes,0.01,0.01075,Aurora,R 63,63,Surfaced,R 0.34,,,Retro,15,5,10,,E27,600,3000,WW,36,,,,,,E27 - 9W - CFL,E27 - 11W - CFL,E27 - 42W - Halogen GLS,E27 - 60W - Incandescent,E27 - 100W - Incandescent,,,,,,,,,,,,,,,,
FLAUPAR30C,Aurora PAR30 Cool White E27,R 204.62,10.00%,20.00%,30.00%,R 386.10,,,Par30,Hours Per Year,Yes,0.011,0.011825,Aurora,Par 30,Par 30,Surfaced,R 0.61,,,Retro,15,5,10,,E27,750,4000,CW,36,,,,,,E27 - 20W - CFL,E27 - 80W - Halogen,E27 - 120W - Halogen,,,,,,,,,,,,,,,,,,
FLAUPAR38C,Aurora PAR38 Cool White E27,R 306.26,10.00%,20.00%,30.00%,R 530.10,,,Par38,Hours Per Year,Yes,0.016,0.0172,Aurora,Par 38,Par 38,Surfaced,R 0.92,,,Retro,15,10,15,,E27,1100,4000,CW,36,,,,,,E27 - 20W - CFL,E27 - 80W - Halogen,E27 - 120W - Halogen,E27 - 150W - Halogen,,,,,,,,,,,,,,,,,
FLAUPAR38W,Aurora PAR38 Warm White E27,R 251.00,10.00%,20.00%,30.00%,R 389.00,,,Par38,Hours Per Year,Yes,0.016,0.0172,Aurora,Par 38,Par 38,Surfaced,R 0.75,,,Retro,15,10,15,,E27,950,3000,WW,36,,,,,,E27 - 20W - CFL,E27 - 80W - Halogen,E27 - 120W - Halogen,E27 - 150W - Halogen,,,,,,,,,,,,,,,,,
FLAUPAR30W,Aurora PAR30 Warm White E27,R 333.54,10.00%,20.00%,30.00%,R 530.10,,,Par30,Hours Per Year,Yes,0.011,0.011825,Aurora,Par 30,Par 30,Surfaced,R 1.00,,,Retro,15,10,15,,E27,650,3000,WW,36,,,,,,E27 - 20W - CFL,E27 - 80W - Halogen,E27 - 120W - Halogen,E27 - 150W - Halogen,,,,,,,,,,,,,,,,,
FLED10W,Aurora LED Floodlight 10W,R 203.01,10.00%,20.00%,30.00%,R 224.96,,,Floodlight,Hours Per Year,Yes,0.01,0.01075,Aurora,Floodlight,Floodlight,Surfaced,R 0.61,0.102564103,0.102564103,Retro,0,10,50,,Flood,600,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood HPS - 70W,Flood HPS - 150W,Flood MV - E27 80W,Flood PL - 2 X 18W,Flood PL - 2 X 26W,Flood MBL - 160W,Flood CFL - 1 X 45W,Flood CFL - 1 X 85W,,,,,,,,,,
FLED20W,Aurora LED Floodlight 20W,R 273.46,10.00%,20.00%,30.00%,R 460.76,,,Floodlight,Hours Per Year,Yes,0.02,0.0215,Aurora,Floodlight,Floodlight,Surfaced,R 0.82,0.205128205,0.205128205,Retro,0,20,50,,Flood,1400,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood HPS - 70W,Flood HPS - 150W,Flood MV - E27 80W,Flood PL - 2 X 18W,Flood PL - 2 X 26W,Flood MBL - 160W,Flood CFL - 1 X 45W,Flood CFL - 1 X 85W,,,,,,,,,,
FLED30W,Aurora LED Floodlight 30W,R 412.14,10.00%,20.00%,30.00%,R 648.00,,,Floodlight,Hours Per Year,Yes,0.03,0.03225,Aurora,Floodlight,Floodlight,Surfaced,R 1.24,0.307692308,0.307692308,Retro,0,20,50,,Flood,1400,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MBL - 160W,Flood MBL - 250W,Flood CFL - 1 X 85W,,,,,,,,
FLED50W,Aurora LED Floodlight 50W,R 601.52,10.00%,20.00%,30.00%,R 1 013.18,,,Floodlight,Hours Per Year,Yes,0.05,0.05375,Aurora,Floodlight,Floodlight,Surfaced,R 1.80,0.512820513,0.512820513,Retro,0,30,50,,Flood,3400,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MV - 400W,Flood MBL - 160W,Flood MBL - 250W,Flood MBL - 500W,Flood CFL - 1 X 85W,,,,,,
FLED80W ,Aurora LED Floodlight 80W,R 1 153.10,10.00%,20.00%,30.00%,R 1 872.00,,,Floodlight,Hours Per Year,Yes,0.08,0.086,Aurora,Floodlight,Floodlight,Surfaced,R 3.46,,,Retro,0,50,100,,Flood,4800,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MV - 400W,Flood MBL - 160W,Flood MBL - 250W,Flood MBL - 500W,Flood CFL - 1 X 85W,,,,,,
FLED120W,Aurora LED Floodlight 120W,R 1 935.12,10.00%,20.00%,30.00%,R 3 149.10,,,Floodlight,Hours Per Year,Yes,0.12,0.129,Aurora,Floodlight,Floodlight,Surfaced,R 5.81,,,Retro,0,60,100,,Flood,7000,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MV - 400W,Flood MBL - 160W,Flood MBL - 250W,Flood MBL - 500W,Flood CFL - 1 X 85W,,,,,,
FLED10WS,Aurora LED Flood with sensor 10W,R 246.49,10.00%,20.00%,30.00%,R 415.76,,,Floodlight,Hours Per Year,Yes,0.01,0.01075,Aurora,Floodlight,Floodlight,Surfaced,R 0.74,0.102564103,0.102564103,Retro,0,60,50,,Flood,600,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood HPS - 70W,Flood HPS - 150W,Flood MV - E27 80W,Flood PL - 2 X 18W,Flood PL - 2 X 26W,Flood MBL - 160W,Flood CFL - 1 X 45W,Flood CFL - 1 X 85W,,,,,,,,,,
FLED20WS,Aurora LED Flood with sensor 20W,R 399.15,10.00%,20.00%,30.00%,R 647.96,,,Floodlight,Hours Per Year,Yes,0.02,0.0215,Aurora,Floodlight,Floodlight,Surfaced,R 1.20,0.205128205,0.205128205,Retro,0,20,50,,Flood,1400,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood HPS - 70W,Flood HPS - 150W,Flood MV - E27 80W,Flood PL - 2 X 18W,Flood PL - 2 X 26W,Flood MBL - 160W,Flood CFL - 1 X 45W,Flood CFL - 1 X 85W,,,,,,,,,,
FLED80WS,Aurora LED Flood with sensor 80W,R 1 258.81,10.00%,20.00%,30.00%,R 1 896.08,,,Floodlight,Hours Per Year,Yes,0.08,0.086,Aurora,Floodlight,Floodlight,Surfaced,R 3.78,0.820512821,0.820512821,Retro,0,20,100,,Flood,4800,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MV - 400W,Flood MBL - 160W,Flood MBL - 250W,Flood MBL - 500W,Flood CFL - 1 X 85W,,,,,,
FLED120WS,Aurora LED Flood with sensor 120W,R 2 020.63,10.00%,20.00%,30.00%,R 3 077.96,,,Floodlight,Hours Per Year,Yes,0.12,0.129,Aurora,Floodlight,Floodlight,Surfaced,R 6.06,1.230769231,1.230769231,Retro,0,30,100,,Flood,7000,6000,DL,60,,,,,,Flood MH - 70W,Flood MH - 150W,Flood MH - 250W,Flood MH - E40 400W,Flood HPS - 70W,Flood HPS - 150W,Flood HPS - E40 250W,Flood HPS - E40 400W,Flood MV - 125W,Flood MV - 250W,Flood MV - 400W,Flood MBL - 160W,Flood MBL - 250W,Flood MBL - 500W,Flood CFL - 1 X 85W,,,,,,
FLGGU10C,Aurora 4W GU10 Cool White,R 57.24,10.00%,20.00%,30.00%,R 85.86,,,Downlight,Hours Per Year,Yes,0.004,0.0043,Aurora,GU10  ,Downlight,Surfaced,R 0.17,,,Retro,30,10,20,,GU10,280,4000,CW,60,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLGGU10W,Aurora 4W GU10 Warm White,R 57.25,10.00%,20.00%,30.00%,R 89.96,,,Downlight,Hours Per Year,Yes,0.004,0.0043,Aurora,GU10  ,Downlight,Surfaced,R 0.17,,,Retro,30,10,20,,GU10,250,3000,WW,60,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC6GU10W,Aurora 6W GU10 Warm White,R 92.41,10.00%,20.00%,30.00%,R 120.60,,,Downlight,Hours Per Year,Yes,0.006,0.00645,Aurora,GU10  ,Downlight,Recessed,R 0.28,0.051282051,0.051282051,Retro / Rewire ,30,10,20,,GU10,260,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC6GU10C,Aurora 6W GU10 Cool White,R 86.75,10.00%,20.00%,30.00%,R 170.10,,,Downlight,Hours Per Year,Yes,0.006,0.00645,Aurora,GU10  ,Downlight,Recessed,R 0.26,0.051282051,0.051282051,Retro / Rewire ,30,10,20,,GU10,330,4000,CW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC6GU10WD,Aurora 6W GU10 WW Dimmable,R 95.88,10.00%,20.00%,30.00%,R 193.50,,,Downlight,Hours Per Year,Yes,0.006,0.00645,Aurora,GU10  ,Downlight,Recessed,R 0.29,0.051282051,0.051282051,Retro / Rewire ,30,10,20,,GU10,260,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLAUGU10CD,Aurora 6W GU10 CW Dimmable ,R 93.27,10.00%,20.00%,30.00%,R 136.76,,,Downlight,Hours Per Year,Yes,0.006,0.00645,Aurora,GU10  ,Downlight,Recessed,R 0.28,,,Retro,30,10,20,,GU10,330,4000,CW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLAUGU10WD,Aurora 6W GU10 WW Dimmable ,R 95.02,10.00%,20.00%,30.00%,R 136.76,,,Downlight,Hours Per Year,Yes,0.006,0.00645,Aurora,GU10  ,Downlight,Recessed,R 0.29,,,Retro,30,10,20,,GU10,330,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLCLC5GU10W,Aurora 5W Ledchroic GU10 WW,R 150.27,10.00%,20.00%,30.00%,R 236.68,,,Downlight,Hours Per Year,Yes,0.005,0.005375,Aurora,GU10  ,Downlight,Recessed,R 0.45,0.051282051,0.051282051,Retro / Rewire ,30,10,20,,GU10,270,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLCLC7GU10W,Aurora 7W Ledchroic GU10 WW,R 170.82,10.00%,20.00%,30.00%,R 269.06,,,Downlight,Hours Per Year,Yes,0.005,0.005375,Aurora,GU10  ,Downlight,Recessed,R 0.51,0.051282051,0.051282051,Retro / Rewire ,30,10,20,,GU10,410,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC8GU10C,Aurora 8.5W GU10 Cool White,R 127.24,10.00%,20.00%,30.00%,R 215.10,,,Downlight,Hours Per Year,Yes,0.0085,0.0091375,Aurora,GU10  ,Downlight,Recessed,R 0.38,0.087179487,0.087179487,Retro / Rewire ,30,10,20,,GU10,500,4000,CW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC8GU10W,Aurora 8.5W GU10 Warm White,R 128.17,10.00%,20.00%,30.00%,R 215.10,,,Downlight,Hours Per Year,Yes,0.0085,0.0091375,Aurora,GU10  ,Downlight,Recessed,R 0.38,0.087179487,0.087179487,Retro / Rewire ,30,10,20,,GU10,450,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLC8GU10WD,Aurora 8.5W GU10 WW Dimmable,R 150.19,10.00%,20.00%,30.00%,R 226.80,,,Downlight,Hours Per Year,Yes,0.0085,0.0091375,Aurora,GU10  ,Downlight,Recessed,R 0.45,0.087179487,0.087179487,Retro / Rewire ,30,10,20,,GU10,450,3000,WW,36,,,,,,Halogen 50W GU10,Halogen 35W GU10,Halogen 20W GU10,GU10 - 9W - CFL,GU10 - 11W - CFL,GU10 - 7W - CFL,,,,,,,,,,,,,,,
FLEDGU10FW,GU10 Lamp Holder & Fitting White,R 18.66,10.00%,20.00%,30.00%,R 33.75,,,GU10 fitting,Hours Per Year,Yes,,0,Aurora,GU10 Fitting,GU10 Fitting,,R 0.06,,,Retro / Rewire ,30,10,20,,GU10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLEDGU10FS,GU10 Lamp Holder & Fitting Silv,R 18.65,10.00%,20.00%,30.00%,R 33.75,,,GU10 fitting,Hours Per Year,Yes,,0,Aurora,GU10 Fitting,GU10 Fitting,,R 0.06,,,Retro,30,10,30,,GU10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLC10AR111W,LED AR111 Warm White,R 316.29,10.00%,20.00%,30.00%,R 498.56,,,LED AR111,Hours Per Year,Yes,0.01,0.01075,Aurora,Halogen ,Halogen ,Surfaced,R 0.95,,,Retro / Rewire ,30,15,30,,AR111,420,3000,WW,60,,,,,,AR111 Halogen 50W ,AR111 Halogen 75W ,AR111 Halogen 105W ,,,,,,,,,,,,,,,,,,
FLC15AR111W,LED AR111 Warm White,R 442.80,10.00%,20.00%,30.00%,R 697.46,,,LED AR111,Hours Per Year,Yes,0.01,0.01075,Aurora,Halogen ,Halogen ,Surfaced,R 1.33,,,Retro / Rewire ,30,15,30,,AR111,800,3000,WW,60,,,,,,AR111 Halogen 50W ,AR111 Halogen 75W ,AR111 Halogen 105W ,,,,,,,,,,,,,,,,,,
FLCC5B22WD,Aurora 5W Candle WW B22 Dimmable,R 103.56,10.00%,20.00%,30.00%,R 202.50,,,Candle,Hours Per Year,Yes,0.005,0.005375,Aurora,Candle,Candle,Surfaced,R 0.31,0.051282051,0.051282051,Retro,30,10,30,,B22,300,3000,WW,36,,,,,,B22 - 60W - Incandescent Candle,B22 - 28W - Halogen Candle,B22 - 42W - Halogen Candle,B22 - 40W - Incandescent Candle,,,,,,,,,,,,,,,,,
FLCC5E14WD,Aurora 5W Candle WW E14 Dimmable,R 90.84,10.00%,20.00%,30.00%,R 143.06,,,Candle,Hours Per Year,Yes,0.005,0.005375,Aurora,Candle,Candle,Surfaced,R 0.27,0.051282051,0.051282051,Retro,30,10,15,,E14,300,3000,WW,36,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,,,,,,,,,,,,,,,,,
FLCC5E14W ,Aurora 5W Candle WW E14  ,R 70.67,10.00%,20.00%,30.00%,R 118.76,,,Candle,Hours Per Year,Yes,0.005,0.005375,Aurora,Candle,Candle,Surfaced,R 0.21,,,Retro,30,10,15,,E14,300,3000,WW,36,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,,,,,,,,,,,,,,,,,
FLAUCA37WE14D,Aurora 5W Candle Tip WW E14 Dim ,R 95.51,10.00%,20.00%,30.00%,R 152.10,,,Candle,Hours Per Year,Yes,0.005,0.005375,Aurora,Candle ,Candle ,Surfaced,R 0.29,,,Retro,30,10,15,,E14,300,3000,WW,36,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,,,,,,,,,,,,,,,,,
FLCC3E14WD,Aurora 3W Candle WW Dimmable,R 75.50,10.00%,20.00%,30.00%,R 118.76,,,Candle,Hours Per Year,Yes,0.003,0.003225,Aurora,Candle,Candle,Surfaced,R 0.23,0.030769231,0.030769231,Retro,30,10,15,,E14,300,3000,WW,36,,,,,,E14 - 28W - Halogen Candle,E14 - 42W - Halogen Candle,E14 - 60W - Incandescent Candle,E14 - 40W - Incandescent Candle,,,,,,,,,,,,,,,,,
FLMX573/Y14Z,Eco Beam 600 14W (2FT) DL,R 33.67,10.00%,20.00%,30.00%,R 58.50,,,Fluorescent,Hours Per Year,Yes,0.014,0.01505,Philips,Fluorescent,Fluorescent,Surfaced,R 0.10,0.143589744,0.143589744,Retro,30,20,15,,T5,992,5700,DL,24,,,,,,T8 - 1 X 18W - 2 foot,T8 - 2 X 18W - 2 foot,T8 - 3 X 18W - 2 foot,,,,,,,,,,,,,,,,,,
FLMX1173/Y28Z,Eco Beam 1200 28W (4FT) DL,R 45.05,10.00%,20.00%,30.00%,R 87.30,,,Fluorescent,Hours Per Year,Yes,0.028,0.0301,Philips,Fluorescent,Fluorescent,Surfaced,R 0.14,0.287179487,0.287179487,Retro,30,20,30,,T5,2400,5700,DL,24,,,,,,T8 - 1 X 36W - 4 foot,T8 - 2 X 36W - 4 foot,T12 - 2 X 40W - 4 foot,,,,,,,,,,,,,,,,,,
FLMX1473/Y35Z ,Eco Beam 1500 35W (5ft) DL,R 64.44,10.00%,20.00%,30.00%,R 135.00,,,Fluorescent,Hours Per Year,Yes,0.035,0.037625,Philips,Fluorescent,Fluorescent,Surfaced,R 0.19,,,Retro,30,20,30,,T5,3100,5700,DL,24,,,,,,T8 - 1 X 58W - 5 foot,T8 - 2 X 58W - 5 foot,T12 - 2 X 65W - 5 foot,,,,,,,,,,,,,,,,,,
FL12TR1DL,LED Track Light Adjustable DL,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Track Light,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,40,30,50,,Track Light,780,5000,DL,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
FL12TR1W,LED Track Light Adjustable WW,R 258.86,10.00%,20.00%,30.00%,R 466.20,,,Track Light,Hours Per Year,Yes,0.012,0.0129,Opple,Fluorescent,Fluorescent,Surfaced,R 0.78,,,Retro,40,30,50,,Track Light,740,3000,WW,36,,,,,,G12 - 35W Metal Halide,G12 - 70W Metal Halide,G12 - 150W Metal Halide,,,,,,,,,,,,,,,,,,
