Code,Product,Cost,A,B,C,Price - A,Price - B,Price - C,Replacement Technology Type,Related To,KW YN,Replacement KWh,Replacement KWh - Actual,Supplier,Class of Product,Appearance,Description,Maintenance Cost,Replacement KVA,Replacement KVA - Actual,Installation Type,Time Per Each - Rewire,Time Per Each - Retro,Time Per Each - New,Materials - New,Fitting - Type,Lumen Output,Temperature,Temperature Name,Guarantee Term,Replacement Litres,Time Per Each - Water,Function,Setting Number,Size,Existing 1,Existing 2,Existing 3,Existing 4,Existing 5,Existing 6,Existing 7,Existing 8,Existing 9,Existing 10,Existing 11,Existing 12,Existing 13,Existing 14,Existing 15,Existing 16,Existing 17,Existing 18,Existing 19,Existing 20
FLAUA60WB22,12W A60 B22 WW,,,,,R 200.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,B22,720,2700K,W,48,,,,,,B22 - 60W - Incan,B22 - 75W - Incan,B22 - 100W - Incan,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLAUA60WE27,12W A60 E27 WW,,,,,R 200.00,,,GLS,Hours Per Year,Yes,0.012,0.012,AURORA,GLS,SURFACED,GLS,,,,,,,,,E27,720,2700K,W,48,,,,,,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 18W - CFL,E27 - 20W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,
FLAUC37CE14,5W C37 E14 CW,,,,,R 130.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLAUC37WE14,5W C37 E14 WW,,,,,R 200.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,320,2700K,W,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLAUCA37CE14D,5W CA37 E14 CWD,,,,,R 290.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLAUCA37WE14D,5W CA37 E14 WW,,,,,R 290.00,,,Candle,Hours Per Year,Yes,0.005,0.005,AURORA,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,300,2700K,W,48,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLAUG45CE14,5W G45 E14 CW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,320,4000K,C,48,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Incan - Golf Ball,E14 - 60W - Incan,E14 - 15W - T45,,,,,,,,,,,,,,,
FLAUG45CE27,5W G45 E27 CW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E27,320,4000K,C,48,,,,,,E27 - 25W - Golf Ball,E27 - 35W - Golf Ball,E27 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLAUG45WE27,5W G45 E27 WW,,,,,R 230.00,,,GolfBall,Hours Per Year,Yes,0.005,0.005,AURORA,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E27,300,27000K,W,48,,,,,,E27 - 25W - Golf Ball,E27 - 35W - Golf Ball,E27 - 60W - Golf Ball,,,,,,,,,,,,,,,,,
FLAUGU10C,5W GU10 CW,,,,,R 175.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,4000K,C,48,,,,,,GU10 - 20W,GU10 - 35W,GU10 - 42W,GU10 - 50W,,,,,,,,,,,,,,,,
FLAUGU10W,5W GU10 WW,,,,,R 100.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,280,2700K,W,48,,,,,,GU10 - 20W,GU10 - 35W,GU10 - 42W,GU10 - 50W,,,,,,,,,,,,,,,,
FLAUMR16C,5W MR16 CW,,,,,R 190.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,MR16,360,4000K,C,48,,,,,,MR16 - 20W,MR16 - 35W,MR16 - 50W,,,,,,,,,,,,,,,,,
FLAUMR16W,5W MR16 WW,,,,,R 130.00,,,Downlight,Hours Per Year,Yes,0.005,0.005,AURORA,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,MR16,330,2700K,W,48,,,,,,MR16 - 20W,MR16 - 35W,MR16 - 50W,,,,,,,,,,,,,,,,,
FLAUR63WE27,10W R63 E27 WW,,,,,R 300.00,,,Spotlight,Hours Per Year,Yes,0.01,0.01,AURORA,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,550,2700K,W,48,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 18W - CFL,E27 - 20W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,E27 - 30W - R63,,,,,,,,,,,
FLED10W,10W FLOODLIGHT,,,,,R 390.00,,,Floodlight,Hours Per Year,Yes,0.01,0.01,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,650,6000K,D,24,,,,,,Flood - HPS - 150W,Flood - MH - 125W,Flood - MH - 150W,Flood - MV - 125W,Flood - Hal - 25W,Flood - Hal - 30W,Flood - Hal - 50W,Flood - Hal - 70W,Flood - Hal - 100W,Flood - Hal - 110W,Flood - Hal - 125W,Flood - Hal - 150W,Flood - CFL - 85W,,,,,,,
FLED10WS,10WS FLOODLIGHT,,,,,R 680.00,,,Floodlight,Hours Per Year,Yes,0.01,0.01,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,650,6000K,D,24,,,,,,Flood - HPS - 150W,Flood - MH - 125W,Flood - MH - 150W,Flood - MV - 125W,Flood - Hal - 25W,Flood - Hal - 30W,Flood - Hal - 50W,Flood - Hal - 70W,Flood - Hal - 100W,Flood - Hal - 110W,Flood - Hal - 125W,Flood - Hal - 150W,Flood - CFL - 85W,,,,,,,
FLED20W,20W FLOODLIGHT,,,,,R 590.00,,,Floodlight,Hours Per Year,Yes,0.02,0.02,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1400,6000K,D,24,,,,,,Flood - HPS - 150W,Flood - MH - 125W,Flood - MH - 150W,Flood - MH - 200W,Flood - MV - 125W,Flood - MV - 160W,Flood - MV - 175W,Flood - Hal - 50W,Flood - Hal - 100W,Flood - Hal - 110W,Flood - Hal - 125W,Flood - Hal - 150W,Flood - CFL - 85W,Flood - CFL - 100W,Flood - CFL - 105W,Flood - CFL - 125W,Flood - CFL - 150W,,,
FLED20WS,20WS FLOODLIGHT,,,,,R 990.00,,,Floodlight,Hours Per Year,Yes,0.02,0.02,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1400,6000K,D,24,,,,,,Flood - HPS - 150W,Flood - MH - 125W,Flood - MH - 150W,Flood - MH - 200W,Flood - MV - 125W,Flood - MV - 160W,Flood - MV - 175W,Flood - Hal - 50W,Flood - Hal - 100W,Flood - Hal - 110W,Flood - Hal - 125W,Flood - Hal - 150W,Flood - CFL - 85W,Flood - CFL - 100W,Flood - CFL - 105W,Flood - CFL - 125W,Flood - CFL - 150W,,,
FLED30W,30W FLOODLIGHT,,,,,R 890.00,,,Floodlight,Hours Per Year,Yes,0.03,0.03,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,1800,6000K,D,24,,,,,,Flood - HPS - 150W,Flood - HPS - 250W,Flood - MH - 125W,Flood - MH - 150W,Flood - MH - 200W,Flood - MH - 250W,Flood - MV - 125W,Flood - MV - 160W,Flood - MV - 175W,Flood - MV - 250W,Flood - Hal - 100W,Flood - Hal - 110W,Flood - Hal - 125W,Flood - Hal - 150W,Flood - Hal - 200W,Flood - Hal - 250W,Flood - CFL - 105W,Flood - CFL - 125W,Flood - CFL - 150W,Flood - CFL - 175W
FLED80WS,80WS FLOODLIGHT,,,,,"R 3,508.00",,,Floodlight,Hours Per Year,Yes,0.08,0.08,AURORA,FLOODLIGHT,SURFACED,FLOODLIGHT,,,,,,,,,FLOOD,4800,6000K,D,24,,,,,,Flood - HPS - 250W,Flood - HPS - 400W,Flood - MH - 250W,Flood - MH - 400W,Flood - MH - 800W,Flood - MV - 250W,Flood - MV - 400W,Flood - MV - 700W,Flood - Hal - 200W,Flood - Hal - 250W,Flood - CFL - 150W,Flood - CFL - 175W,Flood - CFL - 180W,Flood - CFL - 200W,Flood - CFL - 400W,,,,,
FLEDA60WE27,5W A60 E27 WW,,,,,R 105.00,,,GLS,Hours Per Year,Yes,0.005,0.005,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,350,2700K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDC37CE14,3.5W C37 E14 CW,,,,,R 65.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE,SURFACED,CANDLE,,,,,,,,,E14,150,4000K,C,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLEDCA37CE14,3.5W CA37 E14 CW,,,,,R 65.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,150,4000K,C,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLEDCA37WE14,3.5W C37 E14 WW,,,,,R 65.00,,,Candle,Hours Per Year,Yes,0.0035,0.0035,JNC,CANDLE TIP,SURFACED,CANDLE TIP,,,,,,,,,E14,150,2700K,W,12,,,,,,E14 - 25W - Candle,E14 - 35W - Candle,E14 - 60W - Incan - Candle,,,,,,,,,,,,,,,,,
FLEDG45WE14,3.5W G45 E14 WW,,,,,R 65.00,,,GolfBall,Hours Per Year,Yes,0.0035,0.0035,JNC,GOLF BALL,SURFACED,GOLF BALL,,,,,,,,,E14,150,2700K,W,12,,,,,,E14 - 25W - Golf Ball,E14 - 35W - Golf Ball,E14 - 60W - Incan - Golf Ball,E14 - 60W - Incan,E14 - 15W - T45,,,,,,,,,,,,,,,
FLEDGU10W,4W GU10 WW,,,,,R 80.00,,,Downlight,Hours Per Year,Yes,0.004,0.004,JNC,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,180,2700K,W,12,,,,,,GU10 - 20W,GU10 - 35W,GU10 - 42W,GU10 - 50W,,,,,,,,,,,,,,,,
FLEDPA60CE27,5.5W PA60 E27 CW,,,,,R 220.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,400,4000K,C,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDPA60WB22,5.5W PA60 B22 WW,,,,,R 220.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,B22,400,2700K,W,12,,,,,,B22 - 60W - Incan,B22 - 75W - Incan,B22 - 100W - Incan,B22 - 11W - CFL,B22 - 14W - CFL,B22 - 15W - CFL,,,,,,,,,,,,,,
FLEDPA60WE27,5.5W PA60 E27 WW,,,,,R 220.00,,,GLS,Hours Per Year,Yes,0.0055,0.0055,JNC,GLS,SURFACED,GLS,,,,,,,,,E27,400,2700K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLEDR63CE27,4W R63 E27 CW,,,,,R 160.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,300,4000K,C,12,,,,,,E27 - 30W - R63,,,,,,,,,,,,,,,,,,,
FLEDR63WE27,4W R63 E27 WW,,,,,R 105.00,,,Spotlight,Hours Per Year,Yes,0.004,0.004,JNC,SPOTLIGHT,SURFACED,SPOTLIGHT,,,,,,,,,E27,300,2700K,W,12,,,,,,E27 - 30W - R63,,,,,,,,,,,,,,,,,,,
FLIQA19B22CD,9W A19 B22 CW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,B22,620,3900K,N,12,,,,,,B22 - 60W - Incan,B22 - 75W - Incan,B22 - 100W - Incan,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLIQA19B22WD,9W A19 B22 WW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,B22,600,2900K,W,12,,,,,,B22 - 60W - Incan,B22 - 75W - Incan,B22 - 100W - Incan,B22 - 14W - CFL,B22 - 15W - CFL,B22 - 18W - CFL,B22 - 20W - CFL,,,,,,,,,,,,,
FLIQA19E27CD,9W A19 E27 CW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,E27,620,3900K,N,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLIQA19E27WD,9W A19 E27 WW,,,,,R 250.00,,,GLS,Hours Per Year,Yes,0.009,0.009,ELLIES,GLS,SURFACED,GLS,,,,,,,,,E27,600,2900K,W,12,,,,,,E27 - 11W - CFL,E27 - 14W - CFL,E27 - 15W - CFL,E27 - 60W,E27 - 75W,E27 - 100W,,,,,,,,,,,,,,
FLIQGU10CD,4.5W GU10 IQ CW,,,,,R 210.00,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,3900K,N,12,,,,,,GU10 - 20W,GU10 - 35W,GU10 - 42W,GU10 - 50W,,,,,,,,,,,,,,,,
FLIQGU10WD,4.5W GU10 IQ WW,,,,,R 210.00,,,Downlight,Hours Per Year,Yes,0.0045,0.0045,ELLIES,DOWNLIGHT,RECESSED,DOWNLIGHT,,,,,,,,,GU10,300,2900K,W,12,,,,,,GU10 - 20W,GU10 - 35W,GU10 - 42W,GU10 - 50W,,,,,,,,,,,,,,,,
FSFSH18,CYPRESS,,,,,R 685.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH2,MARIGOLD,,,,,R 169.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,4 FUNCTION,4,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH23,STORM,,,,,R 245.00,,,Showerhead,Number Per Day,Yes,0.261,0.261,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,8,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH3,SUNFLOWER,,,,,R 150.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH5,PROTEA,,,,,R 195.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,8 FUNCTION,8,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH6,ROSEBUD WHITE,,,,,R 89.00,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH7,ROSEBUD CHROME,,,,,R 120.00,,,Showerhead,Number Per Day,Yes,0.29,0.29,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,9,MINUTE,3 FUNCTION,3,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFSH8,MEXICAN HAT,,,,,R 149.00,,,Showerhead,Number Per Day,Yes,0.406,0.406,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,13,MINUTE,SINGLE,1,1/2 inch,Existing - Wall,,,,,,,,,,,,,,,,,,,
FSFTH2,6L KIT DUAL FLOW,,,,,R 200.00,,,Flowregulator,Number Per Day,Yes,0.203,0.203,ELLIES,FLOWREGULATOR,SURFACED,FLOWREGULATOR,,,,,,,,,,,,,12,6,MINUTE,2 FUNCTION,2,1/2 inch,Existing - Flowregulator,,,,,,,,,,,,,,,,,,,
FSFSH16,GAZANIA,,,,,R 520.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
FSFSH15,STAR GAZER,,,,,R 460.00,,,Showerhead,Number Per Day,Yes,0.319,0.319,ELLIES,SHOWERHEAD,SURFACED,SHOWERHEAD,,,,,,,,,,,,,12,10,MINUTE,SINGLE,1,1/2 inch,Existing - Ceiling,,,,,,,,,,,,,,,,,,,
