Product,Code,Product Type,Description,Table,Related To,Existing KWh,Existing Litres,Crush Charge,Price Now,Lifetime
PL 2 Pin - 2 X 7W,Exi0000088,2 Pin,PL,PL,Hours Per Year,0.014,0,5,5,6000
PL 2 Pin - 2 X 10W,Exi0000089,2 Pin,PL,PL,Hours Per Year,0.02,0,5,5,6000
PL 2 Pin - 2 X 13W,Exi0000090,2 Pin,PL,PL,Hours Per Year,0.026,0,5,5,6000
PL 2 Pin - 2 X 18W,Exi0000091,2 Pin,PL,PL,Hours Per Year,0.036,0,5,5,6000
PL 2 Pin - 2 X 26W,Exi0000092,2 Pin,PL,PL,Hours Per Year,0.052,0,5,5,6000
PL 4 Pin - 2 X 13W,Exi0000093,4 Pin,PL,PL,Hours Per Year,0.026,0,5,5,6000
PL 4 Pin - 2 X 18W,Exi0000094,4 Pin,PL,PL,Hours Per Year,0.036,0,5,5,6000
PL 4 Pin - 2 X 26W,Exi0000095,4 Pin,PL,PL,Hours Per Year,0.052,0,5,5,6000
T8 - 3 X 36W - 4 foot,Exi0000096,T8,Fluorescent,Fluorescent,Hours Per Year,0.108,0,5,5,8000
T8 - 2 X 58W - 5 foot,Exi0000097,T8,Fluorescent,Fluorescent,Hours Per Year,0.116,0,5,5,8000
Highbay CFL 105W,Exi0000099,E40 Highbay,Energy Saver,CFL,Hours Per Year,0.105,0,5,5,10000
Highbay CFL 85W,Exi0000100,E40 Highbay,Energy Saver,CFL,Hours Per Year,0.085,0,5,5,10000
Highbay MV - E40 1000W,Exi0000101,Highbay,HID Highbay,MV,Hours Per Year,1,0,5,5,10000
Highbay MV - E40 400W,Exi0000102,Highbay,HID Highbay,MV,Hours Per Year,0.4,0,5,5,10000
Highbay MV - E40 250W,Exi0000103,Highbay,HID Highbay,MV,Hours Per Year,0.25,0,5,5,10000
Highbay MH - E40 1000W,Exi0000104,Highbay,HID Highbay,MH,Hours Per Year,1,0,5,5,10000
Highbay MH - E40 400W,Exi0000106,Highbay,HID Highbay,MH,Hours Per Year,0.4,0,5,5,10000
Highbay MH - E40 250W,Exi0000107,Highbay,HID Highbay,MH,Hours Per Year,0.25,0,5,5,10000
Highbay HPS - E40 1000W,Exi0000108,Highbay,HID Highbay,HPS,Hours Per Year,1,0,5,5,23000
Highbay HPS - E40 400W,Exi0000109,Highbay,HID Highbay,HPS,Hours Per Year,0.4,0,5,5,23000
Highbay HPS - E40 250W,Exi0000110,Highbay,HID Highbay,HPS,Hours Per Year,0.25,0,5,5,23000
T8 - 4 X 18W - 2 foot,Exi0000111,T8,Fluorescent,Fluorescent,Hours Per Year,0.072,0,5,5,8000
T8 - 4 X 36W - 4 foot,Exi0000112,T8,Fluorescent,Fluorescent,Hours Per Year,0.144,0,5,5,8000
T8 - 3 X 58W - 5 foot,Exi0000113,T8,Fluorescent,Fluorescent,Hours Per Year,0.174,0,5,5,8000
T8 - 1 X 58W - 5 foot,Exi0000115,T8,Fluorescent,Fluorescent,Hours Per Year,0.058,0,5,5,8000
E27 - 28W - Halogen GLS,Exi0000116,E27,Halogen GLS,Halogen,Hours Per Year,0.028,0,5,5,
E27 - 42W - Halogen GLS,Exi0000117,E27,Halogen GLS,Halogen,Hours Per Year,0.042,0,5,5,
B22 - 28W - Halogen GLS,Exi0000118,B22,Halogen GLS,Halogen,Hours Per Year,0.028,0,5,5,
B22 - 42W - Halogen GLS,Exi0000119,B22,Halogen GLS,Halogen,Hours Per Year,0.042,0,5,5,
B22 - 11W - CFL,Exi0000120,B22,Energy Saver,CFL,Hours Per Year,0.011,0,5,5,
E14 - 8W - CFL,Exi0000121,E14,Energy Saver,CFL,Hours Per Year,0.008,0,5,5,
E14 - 12W - CFL,Exi0000122,E14,Energy Saver,CFL,Hours Per Year,0.012,0,5,5,
E14 - 15W - CFL,Exi0000123,E14,Energy Saver,CFL,Hours Per Year,0.015,0,5,5,
E14 - 11W - CFL,Exi0000124,E14,Energy Saver,CFL,Hours Per Year,0.011,0,5,5,
E14 - 14W - CFL,Exi0000125,E14,Energy Saver,CFL,Hours Per Year,0.014,0,5,5,
E14 - 7W - CFL,Exi0000126,E14,Energy Saver,CFL,Hours Per Year,0.007,0,5,5,
E14 - 28W - Halogen Candle,Exi0000127,E14,Halogen Candle,Halogen,Hours Per Year,0.028,0,5,5,
E27 - 9W - CFL,Exi0000128,E27,Energy Saver,CFL,Hours Per Year,0.009,0,5,5,
E27 - 11W - CFL,Exi0000129,E27,Energy Saver,CFL,Hours Per Year,0.011,0,5,5,
B22 - 42W - Halogen,Exi0000130,E27,Halogen GLS,Halogen,Hours Per Year,0.042,0,5,5,
E27 - 70W - Halogen,Exi0000131,E27,Halogen GLS,Halogen,Hours Per Year,0.07,0,5,5,
E27 - 20W - CFL,Exi0000132,E27,Energy Saver,CFL,Hours Per Year,0.2,0,5,5,
E27 - 80W - Halogen,Exi0000133,E27,Halogen - Par 38,Halogen,Hours Per Year,0.8,0,5,5,
E27 - 120W - Halogen,Exi0000134,E27,Halogen - Par 38,Halogen,Hours Per Year,0.12,0,5,5,
AR111 Halogen 105W ,Exi0000136,AR111,Halogen,Halogen,Hours Per Year,0.3,0,5,5,
AR111 Halogen 50W ,Exi0000137,AR111,Halogen,Halogen,Hours Per Year,0.05,0,5,5,
AR111 Halogen 75W ,Exi0000138,AR111,Halogen,Halogen,Hours Per Year,0.75,0,5,5,
G12 - 35W Metal Halide,Exi0000141,G12,Metal Halide,Metal Halide,Hours Per Year,0.035,0,5,5,
G12 - 70W Metal Halide,Exi0000142,G12,Metal Halide,Metal Halide,Hours Per Year,0.07,0,5,5,
G12 - 150W Metal Halide,Exi0000143,G12,Metal Halide,Metal Halide,Hours Per Year,0.15,0,5,5,
E27 - 14W - CFL,Exi0000144,E27,Energy Saver,CFL,Hours Per Year,0.014,0,5,5,
E27 - 15W - CFL,Exi0000145,E27,Energy Saver,CFL,Hours Per Year,0.015,0,5,5,
E27 - 60W - Incandescent,Exi0000146,E27,Incandescent,Incandescent,Hours Per Year,0.06,0,5,5,
E27 - 75W - Incandescent,Exi0000147,E27,Incandescent,Incandescent,Hours Per Year,0.075,0,5,5,
E27 - 100W - Incandescent,Exi0000148,E27,Incandescent,Incandescent,Hours Per Year,0.1,0,5,5,
B22 - 60W - Incandescent,Exi0000149,B22,Incandescent,Incandescent,Hours Per Year,0.06,0,5,5,
B22 - 75W - Incandescent,Exi0000150,B22,Incandescent,Incandescent,Hours Per Year,0.075,0,5,5,
B22 - 100W - Incandescent,Exi0000151,B22,Incandescent,Incandescent,Hours Per Year,0.1,0,5,5,
E14 - 40W - Incandescent,Exi0000152,E14,Incandescent,Incandescent,Hours Per Year,0.04,0,5,5,
E14 - 28W - Halogen GLS,Exi0000153,E14,Incandescent,Incandescent,Hours Per Year,0.028,0,5,5,
E27 - 150W - Halogen,Exi0000154,E27,Halogen,Halogen,Hours Per Year,0.15,0,5,5,
Flood MH - 250W,Exi0000155,E40,Metal Halide,Metal Halide,Hours Per Year,0.25,0,5,5,
Flood HPS - 70W,Exi0000156,E27,Metal Halide,Metal Halide,Hours Per Year,0.07,0,5,5,
Flood HPS - 150W,Exi0000157,E27,High Pressure Sodium,HPS,Hours Per Year,0.15,0,5,5,
Flood MV - 80W,Exi0000158,E27,Mercury Vapour,MV,Hours Per Year,0.08,0,5,5,
Flood PL - 2 X 18W,Exi0000159,2 Pin,Compact Fluorescent,CFL,Hours Per Year,0.036,0,5,5,
Flood PL - 2 X 26W,Exi0000160,2 Pin,Compact Fluorescent,CFL,Hours Per Year,0.052,0,5,5,
Flood MBL - 160W,Exi0000161,E27,Mercury Blended,MBL,Hours Per Year,0.16,0,5,5,
Flood CFL - 1 X 45W,Exi0000162,E27,Compact Fluorescent,CFL,Hours Per Year,0.045,0,5,5,
Flood CFL - 1 X 85W,Exi0000163,E40,Compact Fluorescent,CFL,Hours Per Year,0.085,0,5,5,
Flood MV - 125W,Exi0000164,E27,Mercury Vapour,MV,Hours Per Year,0.125,0,5,5,
Flood MV - 250W,Exi0000165,E40,Mercury Vapour,MV,Hours Per Year,0.25,0,5,5,
Flood MV - 400W,Exi0000166,E40,Mercury Vapour,MV,Hours Per Year,0.4,0,5,5,
Flood MBL - 250W,Exi0000167,E40,Mercury Blended,MBL,Hours Per Year,0.25,0,5,5,
Flood MBL - 500W,Exi0000168,E40,Mercury Blended,MBL,Hours Per Year,0.5,0,5,5,
Halogen 20W GU10,Exi0000169,GU10,Halogen,Halogen,Hours Per Year,0.02,0,5,5,
GU10 - 9W - CFL,Exi0000170,GU10,Energy Saver,CFL,Hours Per Year,0.009,0,5,5,
GU10 - 11W - CFL,Exi0000171,GU10,Energy Saver,CFL,Hours Per Year,0.011,0,5,5,
GU10 - 7W - CFL,Exi0000172,GU10,Energy Saver,CFL,Hours Per Year,0.007,0,5,5,
B22 - 60W - Incandescent Candle,Exi0000173,B22,Incandescent,Incandescent,Hours Per Year,0.06,0,5,5,
B22 - 28W - Halogen Candle,Exi0000174,B22,Halogen,Halogen,Hours Per Year,0.028,0,5,5,
B22 - 42W - Halogen Candle,Exi0000175,B22,Halogen,Halogen,Hours Per Year,0.042,0,5,5,
B22 - 40W - Incandescent Candle,Exi0000176,B22,Incandescent,Incandescent,Hours Per Year,0.04,0,5,5,
E14 - 42W - Halogen Candle,Exi0000177,E14,Halogen,Halogen,Hours Per Year,0.042,0,5,5,
E14 - 60W - Incandescent Candle,Exi0000178,E14,Halogen,Halogen,Hours Per Year,0.06,0,5,5,
E14 - 40W - Incandescent Candle,Exi0000179,E14,Halogen,Halogen,Hours Per Year,0.04,0,5,5,
GU10 - 2 X 35W - Recessed,Exi0000180,GU10,Halogen,Halogen,Hours Per Year,0.07,0,5,5,
GU10 - 2 X 20W - Recessed,Exi0000181,GU10,Halogen,Halogen,Hours Per Year,0.04,0,5,5,
MR16 - 2 X 50W - Recessed,Exi0000182,MR16,Halogen,Halogen,Hours Per Year,0.1,0,5,5,
MR16 - 2 X 42W - Recessed,Exi0000183,MR16,Halogen,Halogen,Hours Per Year,0.084,0,5,5,
MR16 - 2 X 35W - Recessed,Exi0000184,MR16,Halogen,Halogen,Hours Per Year,0.07,0,5,5,
MR16 - 2 X 20W - Recessed,Exi0000185,MR16,Halogen,Halogen,Hours Per Year,0.04,0,5,5,
MR16 - 2 X 75W - Recessed,Exi0000186,MR16,Halogen,Halogen,Hours Per Year,0.15,0,5,5,
GU10 - 1 X 35W - Recessed,Exi0000187,GU10,Halogen,Halogen,Hours Per Year,0.035,0,5,5,
GU10 - 1 X 20W - Recessed,Exi0000188,GU10,Halogen,Halogen,Hours Per Year,0.02,0,5,5,
MR16 - 1 X 50W - Recessed,Exi0000189,MR16,Halogen,Halogen,Hours Per Year,0.05,0,5,5,
MR16 - 1 X 42W - Recessed,Exi0000190,MR16,Halogen,Halogen,Hours Per Year,0.042,0,5,5,
MR16 - 1 X 35W - Recessed,Exi0000191,MR16,Halogen,Halogen,Hours Per Year,0.035,0,5,5,
MR16 - 1 X 20W - Recessed,Exi0000192,MR16,Halogen,Halogen,Hours Per Year,0.02,0,5,5,
MR16 - 1 X 75W - Recessed,Exi0000193,MR16,Halogen,Halogen,Hours Per Year,0.075,0,5,5,
Halogen 20W MR16,Exi0000194,MR16,Halogen,Halogen,Hours Per Year,0.02,0,5,5,
Halogen 75W MR16,Exi0000195,MR16,Halogen,Halogen,Hours Per Year,0.075,0,5,5,
Highbay MV - 400W,Exi0000196,E40,Mercury Vapour,MV,Hours Per Year,0.4,0,5,5,
Highbay MV - 250W,Exi0000197,E40,Mercury Vapour,MV,Hours Per Year,0.25,0,5,5,
Highbay MH - 400W,Exi0000198,E40,Metal Halide,MH,Hours Per Year,0.4,0,5,5,
Highbay MH - 250W,Exi0000199,E40,Metal Halide,MH,Hours Per Year,0.25,0,5,5,
Highbay HPS - 400W,Exi0000200,E40,High Pressure Sodium,HPS,Hours Per Year,0.4,0,5,5,
Highbay HPS - 250W,Exi0000201,E40,High Pressure Sodium,HPS,Hours Per Year,0.25,0,5,5,
T12 - 1 X 20W,Exi0000202,T12,Fluorescent,Fluorescent,Hours Per Year,0.02,0,5,5,
T12 - 2 X 20W - 2 foot,Exi0000203,T12,Fluorescent,Fluorescent,Hours Per Year,0.04,0,5,5,
T12 - 1 X 40W - 4 foot,Exi0000204,T12,Fluorescent,Fluorescent,Hours Per Year,0.04,0,5,5,
T5 - 1 X 14W - 2 foot,Exi0000205,T5,Fluorescent,Fluorescent,Hours Per Year,0.014,0,5,5,
T5 - 1 X 21W - 3 foot,Exi0000206,T5,Fluorescent,Fluorescent,Hours Per Year,0.021,0,5,5,
T5 - 1 X 28W - 4 foot,Exi0000207,T5 ,Fluorescent,Fluorescent,Hours Per Year,0.028,0,5,5,
T5 - 1 X 24W - 2 foot,Exi0000208,T5 ,Fluorescent,Fluorescent,Hours Per Year,0.024,0,5,5,
T5 - 1 X 39W - 3 foot,Exi0000209,T5 ,Fluorescent,Fluorescent,Hours Per Year,0.039,0,5,5,
T5 - 1 X 54W - 4 foot,Exi0000210,T5,Fluorescent,Fluorescent,Hours Per Year,0.054,0,5,5,
T5 - 1 X 49W - 5 foot,Exi0000211,T5,Fluorescent,Fluorescent,Hours Per Year,0.049,0,5,5,
T5 - 1 X 80W - 5 foot,Exi0000212,T5,Fluorescent,Fluorescent,Hours Per Year,0.08,0,5,5,
E27 - 40W - Incandescent,Exi0000213,E27,Incandescent,Incandescent,Hours Per Year,0.04,0,5,5,
PL 2 Pin - 2 X 11W ,Exi0000214,2 Pin,PL,PL,Hours Per Year,0.022,0,5,5,6000
PL 4 Pin - 1 X 11W,Exi0000215,4 Pin,PL,PL,Hours Per Year,0.011,0,5,5,6000
PL 4 Pin - 2 X 11W ,Exi0000216,4 Pin,PL,PL,Hours Per Year,0.022,0,5,5,6000
T12 - 1 X 65W,Exi0000217,T12,Fluorescent,Fluorescent,Hours Per Year,0.065,0,5,5,
PL 2 Pin - 1 X 11W,Exi0000218,2 Pin,PL,PL,Hours Per Year,0.011,0,5,5,6000
T12 - 1 X 20W - 2 foot,Exi0000219,T12,Fluorescent,Fluorescent,Hours Per Year,0.02,0,5,5,
PL 2 Pin - 1 X 10W,Exi0000220,2 Pin,PL,PL,Hours Per Year,0.01,0,5,5,6000
PL 2 Pin - 1 X 13W,Exi0000221,2 Pin,PL,PL,Hours Per Year,0.013,0,5,5,6000
PAR30 - E27 - 80W - Halogen,Exi0000222,E27,Halogen - Par 38,Halogen,Hours Per Year,0.8,0,5,5,
PAR38 - E27 - 120W - Halogen,Exi0000223,E27,Halogen - Par 38,Halogen,Hours Per Year,0.12,0,5,5,
